;;;;Achillea millefolium;Acinos arvensis;Aegopodium podagraria;Agrimonia eupatoria;Ajuga reptans;Allium oleraceum;Allium sativum;Allium scorodoprasum;Allium vineale;Angelica sylvestris;Cota tinctoria;Anthericum ramosum;Anthriscus sylvestris;Anthyllis vulneraria;Arabis hirsuta;Arenaria serpyllifolia;Artemisia vulgaris;Astragalus glycyphyllos;Barbarea vulgaris;Bellis perennis;Stachys officinalis;Brassica rapa;Calystegia sepium;Campanula glomerata;Campanula patula;Campanula rapunculoides;Campanula rotundifolia;Campanula trachelium;Capsella bursa-pastoris;Carduus acanthoides;Carum carvi;Cyanus segetum;Centaurea jacea;Centaurea scabiosa;Centaurea stoebe;Centaurium erythraea;Cerastium arvense;Cerastium glomeratum;Cerastium fontanum ssp vulgare;Chaerophyllum bulbosum;Chenopodium album;Cichorium intybus;Cirsium arvense;Cirsium oleraceum;Cirsium vulgare;Clinopodium vulgare;Colchicum autumnale;Convolvulus arvensis;Crepis biennis;Crepis capillaris;Daucus carota;Dianthus carthusianorum;Dianthus deltoides;Dipsacus fullonum;Erophila verna;Echium vulgare;Equisetum arvense;Erigeron annuus;Euphorbia cyparissias;Euphorbia esula;Euphorbia verrucosa;Falcaria vulgaris;Filipendula ulmaria;Filipendula vulgaris;Fragaria vesca;Galium mollugo;Galium verum;Geranium dissectum;Geranium molle;Geranium pratense;Geranium pusillum;Geranium pyrenaicum;Geum urbanum;Glechoma hederacea;Helianthemum nummularium;Heracleum sphondylium;Pilosella caespitosa;Pilosella officinarum;Pilosella piloselloides;Hippocrepis comosa;Hypericum perforatum;Hypochaeris radicata;Knautia arvensis;Lactuca serriola;Lathyrus pratensis;Lathyrus sylvestris;Leontodon hispidus;Lepidium ruderale;Leucanthemum vulgare;Linaria vulgaris;Linum catharticum;Lotus corniculatus;Silene flos-cuculi;Lysimachia nummularia;Lysimachia vulgaris;Malva moschata;Matricaria chamomilla;Medicago falcata;Medicago minima;Medicago sativa;Melilotus officinalis;Mentha longifolia;Myosotis arvensis;Oenothera biennis;Onobrychis viciifolia;Ononis spinosa ssp procurrens;Ononis spinosa;Origanum vulgare;Orobanche spec;Papaver rhoeas;Persicaria amphibia;Peucedanum officinale;Peucedanum oreoselinum;Phyteuma spicatum;Pimpinella major;Pimpinella saxifraga;Plantago major ssp intermedia;Plantago lanceolata;Plantago media;Polygala amarella;Polygala vulgaris;Polygonatum multiflorum;Polygonum aviculare;Potentilla anserina;Potentilla argentea;Potentilla grandiflora;Potentilla recta;Potentilla reptans;Prunella vulgaris;Ranunculus acris;Ranunculus bulbosus;Ranunculus serpens ssp nemorosus;Ranunculus repens;Reseda lutea;Rhinanthus alectorolophus;Rhinanthus glacialis;Rhinanthus minor;Rhinanthus serotinus;Rumex acetosa;Rumex crispus;Rumex obtusifolius;Salvia nemorosa;Salvia pratensis;Sanguisorba minor;Sanguisorba officinalis;Saponaria officinalis;Scabiosa columbaria;Scrophularia umbrosa;Securigera varia;Sedum acre;Sedum sexangulare;Jacobaea vulgaris;Silaum silaus;Silene dioica;Silene gallica;Silene latifolia ssp alba;Silene vulgaris;Sisymbrium officinale;Solidago canadensis;Solidago gigantea;Sonchus arvensis;Sonchus asper;Stachys palustris;Stellaria graminea;Symphytum officinale;Tanacetum vulgare;Taraxacum campylodes;Thalictrum minus;Thymus pulegioides;Tragopogon pratensis;Trifolium campestre;Medicago lupulina;Trifolium dubium;Trifolium hybridum;Trifolium medium;Trifolium montanum;Trifolium pratense;Trifolium repens;Tripleurospermum maritimum;Tussilago farfara;Urtica dioica;Valeriana officinalis;Verbascum nigrum;Verbascum blattaria;Verbascum lychnitis;Verbascum thapsus;Verbena officinalis;Veronica arvensis;Veronica chamaedrys;Veronica persica;Vicia sativa ssp nigra;Vicia cracca;Vicia dasycarpa;Vicia hirsuta;Vicia sepium;Vicia tetrasperma;Agrostis capillaris;Agrostis gigantea;Agrostis stolonifera;Alopecurus pratensis;Anthoxanthum odoratum;Arrhenatherum elatius;Brachypodium pinnatum;Briza media;Bromus erectus;Bromus hordeaceus;Bromus inermis;Bromus sterilis;Calamagrostis epigejos;Carex acutiformis;Carex caryophyllea;Carex praecox ssp curvata;Carex digitata;Carex flacca;Carex hirta;Carex montana;Carex muricata;Carex panicea;Carex praecox ssp praecox;Carex sylvatica;Cynodon dactylon;Cynosurus cristatus;Dactylis glomerata;Deschampsia cespitosa;Elymus repens;Festuca arundinacea;Festuca ovina;Festuca pratensis;Festuca rubra;Helictotrichon pubescens;Holcus lanatus;Koeleria pyramidata;Lolium perenne;Nardus stricta;Phalaris arundinacea;Phleum phleoides;Phleum pratense;Poa angustifolia;Poa annua;Poa compressa;Poa pratensis;Poa trivialis;Setaria viridis;Trisetum flavescens;Parthenocissus inserta;Rosa canina;Rubus caesius;Rubus fruticosus agg
50;2017;m;50_m_2017;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,8;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0,5;0;0,5;0;0;0,5;0;0;0,5;0;0,1;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0,5;0;0;0;0;2;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;8,8;0;0;37,5;0,5;0;0;0;0;0;0;0;0,5;0,5;0;0;0;8,8;0;0;0;0;0;0
51;2017;m;51_m_2017;0,5;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0,5;0,5;0;2;0;0,5;0;0;0;0;0;0,5;2;0;0;0;0;0;0;2;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0,1;0;0,5;2;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0;0;0,5;4;2;0;0;0;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0,5;2;0;0;0;2;0,5;4;0;0;0;0;0;0;0;0;2;0;0,5;0;0;0;0,5;0;0;0,5;0
52;2017;m;52_m_2017;2;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0,5;0;0;0;0;0;0;0;2;0;0,5;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0,1;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0,5;0;0;0;0;0;0;0;0,5;2;0;0;0;0;0;0;0;0;0,5;0;0;0;0,5;18,8;0,5;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0,5;0;0;0;0
53;2017;m;53_m_2017;0,5;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,1;0;0,5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0,5;0;0;0,1;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;62,5;0;0;0;0;0;0,5;0;0;8,8;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0
54;2017;m;54_m_2017;0,5;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0,1;0;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;37,5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;0;0;0,5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0
55;2017;m;55_m_2017;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;2;0;0,1;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;2;0;0;8,8;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;37,5;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0
56;2017;m;56_m_2017;0,5;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0,5;0,5;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;4;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0,1;0;4;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;2;2;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;2;0;2;0;0,5;0;0;0;0;2;0;0;0;0;0;0,5;0;8,8;0;0;0;0
57;2017;o;57_o_2017;4;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0,5;0;0,5;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;2;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;18,8;0;0;0;0;0;0;0;0;2;0;0;0;0,5;0;0,5;0;0;0;0
58;2017;m;58_m_2017;8,8;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0,5;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0,1;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;2;0;0,5;0;37,5;8,8;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0
59;2017;m;59_m_2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,8;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;37,5;2;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0,5;0;0;0;0,1;0,5;0,5;0;0,5;0;0;0;0;0;0;0;0;0,5;0,5;0,5;0;0;0;0;0;0
60;2017;m;60_m_2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,8;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
61;2017;o;61_o_2017;0,5;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0,1;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0,5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;2;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0,5;0;0;0;62,5;0;2;0;0;0;0,5;0;0;0;0;0;0;0,5;0;0;0;0,5;0;0;0;0
62;2017;m;62_m_2017;0;0,5;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0,5;0;37,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;2017;m;63_m_2017;0,5;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0,1;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;18,8;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8,8;0;0,5;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0,5;0;18,8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;2;0
64;2017;m;64_m_2017;0,5;0;0;0,1;0;0;0;0;0;0;0,5;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0,5;0;4;0,5;2;0;0;0;0,5;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0,5;0
65;2017;m;65_m_2017;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;18,8;0;0;0;0;0;0;0;0;2;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0,5;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0,5;0;0,5;0,5;0;0,5;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0,5;0;0;37,5;2;0;4;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0
66;2017;m;66_m_2017;0,5;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0;0;0;37,5;0;0;0;0;2;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,8;0;2;0;0;37,5;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0
67;2017;o;67_o_2017;2;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,1;0;0;0;0;0;0;0;0;4;0;0,5;0;0;0;0;0;0,5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;2;0;0,5;0;0;0;2;0;0,1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0,5;0;0;0,5;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;4;0,5;0;0,5;0;0;0;0,5;0,5;0;0;0;0;0,5;0;0;0;0;18,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0,5;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0,5;0;0;0,5;0
68;2017;m;68_m_2017;0,5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;2;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;37,5;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;2;0;0;0;0
69;2017;m;69_m_2017;2;0;2;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0,5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0,5;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,1;0;0;0;2;0;2;2;2;0;0;2;0;0;0;0;0;0;0;18,8;0,5;0;0;0;0;8,8;0;0;18,8;0;0;0;37,5;4;2;0;2;0;0,5;0;0;0;0;4;0;0;0;0;0;4;0;0;0,5;0
