id;table34_3;table34_2;table33_4;table33_3;table33_2;ruderalIndicator;leanIndicator_bk;nitrogenIndicator;ffh6210;ffh6510;targetArrhenatherion;targetGrass;targetHerb;target;rlb;rlg;speciesRichnness;graminoidCovratio;location;RW;HW;constructionYear;pH;Corg;organic;nitrogen;cnRatio;CaCO3;sand;silt;clay;phosphorous;phosphorousClass;potassium;magnesium;surveyYear;conf.low;conf.high;tarRichratio;cwmAbuN;cwmAbuF;cwmAbuT
X34_o_2019;1;0;7;5;0;0;35;0;5;18;4;10;23;NA;2;2;35;0,602;Mariaposching;4555707;5412669;2003;7,42;2,135;3,67;0,226;9,4;30,0;22,9;51,3;25,8;3;A;6;20;2019;96;96;NA;3,185;3,743;6,627
X35_m_2017;0;0;6;1;0;4;34;6;2;14;3;5;17;NA;0;1;34;0,070;Mariaposching;4555704;5412659;2003;7,33;2,236;3,85;0,234;9,6;21,0;47,1;36,3;16,6;4;A;7;15;2017;97;97;NA;2,768;3,069;6,667
X35_m_2019;0;0;3;1;0;1;22;2;1;9;0;4;13;NA;0;0;22;0,384;Mariaposching;4555704;5412659;2003;7,33;2,236;3,85;0,234;9,6;21,0;47,1;36,3;16,6;4;A;7;15;2019;98;98;NA;1,345;2,287;6,884
X36_m_2017;0;0;5;4;0;1;45;3;3;18;2;9;29;NA;0;1;45;0,274;Schwarzach-Sulzbach;4561890;5412604;2016;7,52;0,848;1,46;0,092;9,2;18,0;48,2;31,5;20,3;30;D;14;17;2017;99;99;NA;3,138;3,376;6,683
X36_m_2018;0;0;8;6;0;0;36;1;3;14;2;9;23;NA;1;3;36;0,557;Schwarzach-Sulzbach;4561890;5412604;2016;7,52;0,848;1,46;0,092;9,2;18,0;48,2;31,5;20,3;30;D;14;17;2018;100;100;NA;1,365;2,264;6,916
X36_m_2019;0;0;7;6;0;0;36;2;3;13;1;8;23;NA;0;1;36;0,194;Schwarzach-Sulzbach;4561890;5412604;2016;7,52;0,848;1,46;0,092;9,2;18,0;48,2;31,5;20,3;30;D;14;17;2019;101;101;NA;5,441;4,906;5,553
X37_m_2017;0;0;6;4;0;2;31;1;2;12;2;7;20;NA;0;0;31;0,332;Schwarzach-Sulzbach;4561878;5412599;2016;7,36;2,511;4,32;0,262;9,6;9,9;31,5;40,5;28,0;1;A;15;22;2017;102;102;NA;4,152;3,885;5,984
X37_m_2019;0;0;7;2;0;1;31;2;1;15;0;8;19;NA;0;0;31;0,428;Schwarzach-Sulzbach;4561878;5412599;2016;7,36;2,511;4,32;0,262;9,6;9,9;31,5;40,5;28,0;1;A;15;22;2019;103;103;NA;5,830;5,603;5,650
X38_m_2017;0;0;5;3;0;4;42;5;2;17;3;7;22;NA;0;0;42;0,197;Schwarzach-Sulzbach;4562153;5412141;2016;7,45;1,633;2,81;0,188;8,7;6,0;29,3;37,4;33,3;32;E;9;26;2017;104;104;NA;4,419;4,567;5,716
X38_m_2019;1;0;3;5;0;0;26;0;3;8;0;6;17;NA;0;1;26;0,160;Schwarzach-Sulzbach;4562153;5412141;2016;7,45;1,633;2,81;0,188;8,7;6,0;29,3;37,4;33,3;32;E;9;26;2019;105;105;NA;4,353;4,425;5,826
X39_m_2017;0;0;3;1;0;1;31;9;2;10;2;7;12;NA;0;0;31;0,381;Schwarzach-Sulzbach;4562148;5412151;2016;7,47;1,631;2,81;0,179;9,1;18,0;46,2;33,1;20,7;9;B;9;17;2017;106;106;NA;4,566;4,475;5,699
X39_m_2018;0;0;2;1;0;1;32;7;1;9;2;10;12;NA;0;0;32;0,574;Schwarzach-Sulzbach;4562148;5412151;2016;7,47;1,631;2,81;0,179;9,1;18,0;46,2;33,1;20,7;9;B;9;17;2018;107;107;NA;3,648;3,602;5,539
X39_m_2019;0;0;3;1;0;1;39;6;0;14;1;8;21;NA;0;1;39;0,507;Schwarzach-Sulzbach;4562148;5412151;2016;7,47;1,631;2,81;0,179;9,1;18,0;46,2;33,1;20,7;9;B;9;17;2019;108;108;NA;5,279;4,558;5,522
X40_m_2017;1;0;7;3;0;0;25;0;5;11;1;6;19;NA;2;2;25;0,137;Natternberg;4567747;5411096;2013;7,42;3,063;5,27;0,375;8,2;28,9;10,4;54,4;35,2;9;B;8;24;2017;109;109;NA;3,435;3,687;6,274
X40_m_2018;1;0;9;3;0;0;29;1;3;12;2;10;17;NA;1;2;29;0,582;Natternberg;4567747;5411096;2013;7,42;3,063;5,27;0,375;8,2;28,9;10,4;54,4;35,2;9;B;8;24;2018;110;110;NA;4,387;4,604;5,712
X40_m_2019;1;1;7;5;1;1;32;1;4;11;3;8;21;NA;1;4;32;0,435;Natternberg;4567747;5411096;2013;7,42;3,063;5,27;0,375;8,2;28,9;10,4;54,4;35,2;9;B;8;24;2019;111;111;NA;4,964;4,679;5,406
X41_m_2017;0;0;3;1;1;1;26;7;2;9;1;5;13;NA;0;1;26;0,312;Natternberg;4567737;5411081;2013;7,47;1,478;2,54;0,184;8,0;28,9;50,1;34,8;15,1;1;A;5;14;2017;112;112;NA;6,013;4,961;5,253
X41_m_2018;0;0;4;2;1;1;27;4;2;13;3;6;15;NA;0;1;27;0,565;Natternberg;4567737;5411081;2013;7,47;1,478;2,54;0,184;8,0;28,9;50,1;34,8;15,1;1;A;5;14;2018;113;113;NA;4,902;4,677;5,698
X41_m_2019;0;0;5;3;1;1;38;7;3;16;3;9;19;NA;0;1;38;0,553;Natternberg;4567737;5411081;2013;7,47;1,478;2,54;0,184;8,0;28,9;50,1;34,8;15,1;1;A;5;14;2019;114;114;NA;5,733;5,445;5,989
X42_m_2017;0;1;4;2;0;0;33;3;4;14;2;6;21;NA;0;1;33;0,116;Natternberg;4568793;5410515;2013;7,37;1,830;3,15;0,213;8,6;29,2;23,2;49,2;27,6;9;B;6;22;2017;115;115;NA;5,231;5,144;5,588
X42_m_2018;1;0;6;3;0;0;24;1;3;10;1;5;17;NA;0;1;24;0,493;Natternberg;4568793;5410515;2013;7,37;1,830;3,15;0,213;8,6;29,2;23,2;49,2;27,6;9;B;6;22;2018;116;116;NA;3,148;3,126;5,035
X42_m_2019;1;0;5;5;0;4;28;1;3;10;0;7;16;NA;0;1;28;0,548;Natternberg;4568793;5410515;2013;7,37;1,830;3,15;0,213;8,6;29,2;23,2;49,2;27,6;9;B;6;22;2019;117;117;NA;2,994;3,138;5,302
X43_m_2017;1;0;1;5;1;1;19;1;4;5;2;8;9;NA;1;2;19;0,876;Natternberg;4568788;5410497;2013;7,35;2,335;4,02;0,289;8,1;26,5;16,8;49,5;33,7;4;A;5;23;2017;118;118;NA;4,111;3,749;5,430
X43_m_2018;1;0;2;6;1;0;18;0;4;5;1;9;9;NA;1;2;18;0,919;Natternberg;4568788;5410497;2013;7,35;2,335;4,02;0,289;8,1;26,5;16,8;49,5;33,7;4;A;5;23;2018;119;119;NA;2,632;3,312;5,945
X43_m_2019;1;0;2;6;1;0;21;1;4;6;0;10;9;NA;1;2;21;0,640;Natternberg;4568788;5410497;2013;7,35;2,335;4,02;0,289;8,1;26,5;16,8;49,5;33,7;4;A;5;23;2019;120;120;NA;4,119;3,964;6,111
X44_m_2017;2;0;1;4;2;0;29;2;5;17;3;11;15;NA;0;3;29;0,861;Deggendorf_West;4568255;5411573;2007;7,37;2,238;3,85;0,249;9,0;31,8;19,1;53,2;27,7;3;A;5;23;2017;121;121;NA;2,789;2,941;6,359
X44_m_2018;2;0;2;2;1;0;22;0;3;12;2;9;13;NA;0;2;22;0,956;Deggendorf_West;4568255;5411573;2007;7,37;2,238;3,85;0,249;9,0;31,8;19,1;53,2;27,7;3;A;5;23;2018;122;122;NA;4,208;3,795;5,865
X44_m_2019;1;0;2;3;1;0;20;1;4;10;1;4;13;NA;0;0;20;0,921;Deggendorf_West;4568255;5411573;2007;7,37;2,238;3,85;0,249;9,0;31,8;19,1;53,2;27,7;3;A;5;23;2019;123;123;NA;1,203;2,713;6,743
X45_m_2017;0;0;1;4;0;1;25;3;3;7;1;8;13;NA;0;1;25;0,908;Deggendorf_West;4568262;5411582;2007;7,34;1,614;2,78;0,178;9,1;36,2;41,1;43,2;15,7;1;A;6;12;2017;124;124;NA;1,781;2,602;6,457
X45_m_2018;0;0;1;4;0;0;17;1;3;5;2;7;9;NA;0;1;17;0,879;Deggendorf_West;4568262;5411582;2007;7,34;1,614;2,78;0,178;9,1;36,2;41,1;43,2;15,7;1;A;6;12;2018;125;125;NA;2,249;2,767;5,395
X45_m_2019;0;0;2;4;0;0;17;0;3;4;1;7;10;NA;0;1;17;0,413;Deggendorf_West;4568262;5411582;2007;7,34;1,614;2,78;0,178;9,1;36,2;41,1;43,2;15,7;1;A;6;12;2019;126;126;NA;4,783;4,145;5,844
X46_m_2017;2;0;1;5;1;0;29;2;5;15;2;11;15;NA;0;1;29;0,793;Deggendorf_West;4568677;5411360;2007;7,37;2,093;3,60;0,224;9,3;36,1;27,0;51,6;21,4;5;B;9;19;2017;127;127;NA;3,592;3,569;5,885
X46_m_2018;1;0;2;4;0;0;20;0;3;12;2;8;12;NA;0;1;20;0,810;Deggendorf_West;4568677;5411360;2007;7,37;2,093;3,60;0,224;9,3;36,1;27,0;51,6;21,4;5;B;9;19;2018;128;128;NA;5,660;5,784;5,851
X46_m_2019;1;0;1;3;1;0;20;0;3;14;2;8;11;NA;0;0;20;0,864;Deggendorf_West;4568677;5411360;2007;7,37;2,093;3,60;0,224;9,3;36,1;27,0;51,6;21,4;5;B;9;19;2019;129;129;NA;6,157;5,364;5,535
X47_m_2017;0;0;4;0;0;1;23;3;0;12;1;6;11;NA;0;0;23;0,125;Deggendorf_West;4568682;5411372;2007;7,38;1,696;2,92;0,191;8,9;34,7;43,2;41,9;14,9;3;A;7;14;2017;130;130;NA;4,664;4,456;6,058
X47_m_2018;0;0;6;2;0;0;27;1;1;15;2;8;15;NA;0;0;27;0,494;Deggendorf_West;4568682;5411372;2007;7,38;1,696;2,92;0,191;8,9;34,7;43,2;41,9;14,9;3;A;7;14;2018;131;131;NA;1,725;2,504;6,841
X48_m_2017;0;1;3;2;0;0;35;3;3;18;2;9;21;NA;1;2;35;0,436;Fischerdorf;4569502;5407024;2016;7,45;1,230;2,12;0,156;7,9;43,2;22,4;59,8;17,8;19;C;12;12;2017;132;132;NA;1,398;2,407;6,833
X48_m_2018;0;0;7;4;0;0;41;2;3;20;4;12;25;NA;0;1;41;0,575;Fischerdorf;4569502;5407024;2016;7,45;1,230;2,12;0,156;7,9;43,2;22,4;59,8;17,8;19;C;12;12;2018;133;133;NA;3,957;3,686;5,641
X49_m_2017;0;0;6;3;0;0;44;7;3;18;3;4;28;NA;2;3;44;0,307;Fischerdorf;4569491;5407028;2016;7,34;2,759;4,75;0,388;7,1;58,8;11,6;66,2;22,2;2;A;7;18;2017;134;134;NA;3,830;4,163;5,779
X49_m_2018;0;0;10;2;0;0;42;3;4;17;4;9;26;NA;0;2;42;0,371;Fischerdorf;4569491;5407028;2016;7,34;2,759;4,75;0,388;7,1;58,8;11,6;66,2;22,2;2;A;7;18;2018;135;135;NA;4,058;3,842;5,889
X50_m_2017;0;1;5;0;0;0;34;5;2;14;3;5;22;NA;0;3;34;0,657;Fischerdorf;4570425;5408483;2016;7,38;2,371;4,08;0,324;7,3;43,4;11,1;61,4;27,5;2;A;7;20;2017;136;136;NA;2,086;2,688;6,594
X50_m_2018;0;0;2;0;0;1;21;1;0;10;4;6;12;NA;0;1;21;0,919;Fischerdorf;4570425;5408483;2016;7,38;2,371;4,08;0,324;7,3;43,4;11,1;61,4;27,5;2;A;7;20;2018;137;137;NA;3,952;3,228;5,994
X51_m_2017;1;1;6;6;0;1;42;3;5;17;4;11;24;NA;0;3;42;0,554;Fischerdorf;4570411;5408488;2016;7,24;5,531;9,51;0,748;7,4;53,0;11,0;63,7;25,3;6;B;12;22;2017;138;138;NA;2,947;3,959;6,000
X51_m_2018;0;0;5;2;0;0;30;4;2;14;1;9;14;NA;0;0;30;0,780;Fischerdorf;4570411;5408488;2016;7,24;5,531;9,51;0,748;7,4;53,0;11,0;63,7;25,3;6;B;12;22;2018;139;139;NA;3,765;3,700;6,067
X51_m_2019;0;0;4;5;0;0;33;2;3;11;2;7;17;NA;0;1;33;0,495;Fischerdorf;4570411;5408488;2016;7,24;5,531;9,51;0,748;7,4;53,0;11,0;63,7;25,3;6;B;12;22;2019;140;140;NA;3,577;3,927;5,981
X52_m_2017;0;2;7;5;1;0;32;0;7;15;2;10;21;NA;0;3;32;0,634;Stoegermuehlbach;4571060;5404855;2002;7,29;2,413;4,15;0,287;8,4;49,4;29,0;53,9;17,1;6;B;9;16;2017;141;141;NA;3,384;3,304;5,118
X52_m_2019;0;1;4;7;1;0;29;1;6;12;3;6;20;NA;0;3;29;0,578;Stoegermuehlbach;4571060;5404855;2002;7,29;2,413;4,15;0,287;8,4;49,4;29,0;53,9;17,1;6;B;9;16;2019;142;142;NA;3,046;3,045;5,031
X53_m_2017;2;1;3;4;1;0;28;1;4;10;3;6;18;NA;1;3;28;0,857;Stoegermuehlbach;4571061;5404864;2002;7,27;2,654;4,56;0,311;8,5;48,9;32,3;51,0;16,7;10;C;10;18;2017;143;143;NA;5,548;4,760;5,497
X53_m_2018;1;0;2;3;0;0;13;2;4;4;2;4;7;NA;1;1;13;0,958;Stoegermuehlbach;4571061;5404864;2002;7,27;2,654;4,56;0,311;8,5;48,9;32,3;51,0;16,7;10;C;10;18;2018;144;144;NA;5,469;4,307;5,858
X53_m_2019;2;1;3;8;1;1;29;0;7;10;3;6;22;NA;0;4;29;0,718;Stoegermuehlbach;4571061;5404864;2002;7,27;2,654;4,56;0,311;8,5;48,9;32,3;51,0;16,7;10;C;10;18;2019;145;145;NA;4,815;4,221;5,641
X54_m_2017;0;1;3;6;1;0;29;3;4;12;4;6;19;NA;1;3;29;0,802;Stoegermuehlbach;4570793;5404794;2002;7,45;3,146;5,41;0,367;8,6;43,4;14,9;58,3;26,8;1;A;6;23;2017;146;146;NA;4,483;4,270;5,941
X54_m_2018;0;0;6;8;0;0;29;2;5;13;3;6;20;NA;0;1;29;0,827;Stoegermuehlbach;4570793;5404794;2002;7,45;3,146;5,41;0,367;8,6;43,4;14,9;58,3;26,8;1;A;6;23;2018;147;147;NA;4,027;3,914;6,016
X54_m_2019;2;0;5;9;1;0;25;0;8;7;2;5;20;NA;0;3;25;0,566;Stoegermuehlbach;4570793;5404794;2002;7,45;3,146;5,41;0,367;8,6;43,4;14,9;58,3;26,8;1;A;6;23;2019;148;148;NA;3,595;4,000;5,976
X55_m_2017;0;0;2;4;0;3;26;1;2;9;2;7;12;NA;0;1;26;0,782;Stoegermuehlbach;4570789;5404803;2002;7,41;3,180;5,47;0,370;8,6;43,0;18,8;56,5;24,7;1;A;8;24;2017;149;149;NA;3,446;3,580;6,253
X55_m_2018;0;0;4;3;0;2;21;1;2;6;3;7;8;NA;0;0;21;0,801;Stoegermuehlbach;4570789;5404803;2002;7,41;3,180;5,47;0,370;8,6;43,0;18,8;56,5;24,7;1;A;8;24;2018;150;150;NA;3,098;3,300;6,338
X55_m_2019;1;0;3;4;1;1;35;3;4;11;3;8;17;NA;0;0;35;0,684;Stoegermuehlbach;4570789;5404803;2002;7,41;3,180;5,47;0,370;8,6;43,0;18,8;56,5;24,7;1;A;8;24;2019;151;151;NA;5,204;4,236;6,007
X56_m_2017;4;0;7;9;2;1;40;3;9;16;4;9;26;NA;1;5;40;0,469;Hofkirchen;4582311;5393648;2012;7,29;1,984;3,41;0,203;9,8;11,6;43,9;34,9;21,2;54;E;20;24;2017;152;152;NA;2,047;2,677;6,774
X56_m_2018;3;0;8;8;1;0;33;1;9;13;4;7;24;NA;0;3;33;0,427;Hofkirchen;4582311;5393648;2012;7,29;1,984;3,41;0,203;9,8;11,6;43,9;34,9;21,2;54;E;20;24;2018;153;153;NA;4,003;3,791;5,779
X56_m_2019;2;0;7;7;4;0;33;0;10;12;3;8;25;NA;1;5;33;0,228;Hofkirchen;4582311;5393648;2012;7,29;1,984;3,41;0,203;9,8;11,6;43,9;34,9;21,2;54;E;20;24;2019;154;154;NA;3,483;3,634;5,949
X57_o_2017;0;1;4;1;0;0;26;4;1;15;3;5;16;NA;0;1;26;0,644;Hofkirchen;4582309;5393656;2012;7,30;1,706;2,93;0,179;9,5;15,7;43,0;36,5;20,5;39;E;10;21;2017;155;155;NA;3,792;3,689;6,177
X57_o_2018;0;0;7;1;0;0;24;0;1;13;4;7;15;NA;0;0;24;0,588;Hofkirchen;4582309;5393656;2012;7,30;1,706;2,93;0,179;9,5;15,7;43,0;36,5;20,5;39;E;10;21;2018;156;156;NA;1,665;2,494;6,860
X57_o_2019;0;0;5;3;0;0;36;3;1;19;3;8;22;NA;0;0;36;0,624;Hofkirchen;4582309;5393656;2012;7,30;1,706;2,93;0,179;9,5;15,7;43,0;36,5;20,5;39;E;10;21;2019;157;157;NA;5,450;4,627;5,440
X58_m_2017;1;1;4;6;1;0;32;0;5;11;3;8;22;NA;3;6;32;0,757;Saubach;4569880;5410170;2006;7,35;2,071;3,56;0,233;8,9;37,4;33,5;48,0;18,5;4;A;15;15;2017;158;158;NA;2,879;3,832;6,245
X58_m_2018;0;1;3;6;1;0;26;0;5;9;2;5;19;NA;0;3;26;0,860;Saubach;4569880;5410170;2006;7,35;2,071;3,56;0,233;8,9;37,4;33,5;48,0;18,5;4;A;15;15;2018;159;159;NA;1,952;2,636;6,772
X58_m_2019;0;1;4;7;1;0;31;0;4;10;2;6;22;NA;1;4;31;0,443;Saubach;4569880;5410170;2006;7,35;2,071;3,56;0,233;8,9;37,4;33,5;48,0;18,5;4;A;15;15;2019;160;160;NA;2,586;2,981;6,628
X59_m_2017;0;0;3;5;0;1;24;3;3;10;2;13;7;NA;1;1;24;0,649;Saubach;4569876;5410157;2006;7,32;2,793;4,80;0,323;8,6;36,8;25,6;51,0;23,4;4;A;14;18;2017;161;161;NA;1,989;2,600;6,776
X59_m_2019;0;0;1;5;0;1;23;1;4;9;2;9;12;NA;0;0;23;0,516;Saubach;4569876;5410157;2006;7,32;2,793;4,80;0,323;8,6;36,8;25,6;51,0;23,4;4;A;14;18;2019;162;162;NA;2,542;3,070;6,643
X59_o_2018;0;0;2;5;0;1;24;2;4;8;2;9;11;NA;0;0;24;0,900;Hofkirchen;4582207;5394403;2012;7,37;2,042;3,51;0,243;8,4;33,4;34,0;47,2;18,8;5;B;14;14;2018;163;163;NA;4,649;4,266;5,663
X60_m_2017;1;0;2;6;2;0;15;0;8;5;1;4;11;NA;1;4;15;0,726;Hofkirchen;4582214;5394404;2012;7,37;2,342;4,03;0,257;9,1;27,7;39,0;42,5;18,5;13;C;13;14;2017;164;164;NA;5,195;4,793;5,797
X60_m_2018;1;0;2;6;2;0;13;0;8;2;1;4;9;NA;1;4;13;0,641;Hofkirchen;4582214;5394404;2012;7,37;2,342;4,03;0,257;9,1;27,7;39,0;42,5;18,5;13;C;13;14;2018;165;165;NA;3,961;3,728;5,958
X60_m_2019;1;0;2;8;2;0;17;0;7;4;1;3;14;NA;1;4;17;0,658;Hofkirchen;4582214;5394404;2012;7,37;2,342;4,03;0,257;9,1;27,7;39,0;42,5;18,5;13;C;13;14;2019;166;166;NA;4,701;4,581;5,640
X61_o_2017;1;0;6;4;1;0;29;1;4;12;1;8;19;NA;0;0;29;0,868;Muehlheim-Ruckasing;4575179;5398153;2007;7,37;1,499;2,58;0,177;8,5;23,1;28,0;54,2;17,8;3;A;7;12;2017;167;167;NA;3,246;3,253;6,000
X61_o_2018;1;0;6;5;1;0;29;0;4;13;2;4;25;NA;0;0;29;0,810;Muehlheim-Ruckasing;4575179;5398153;2007;7,37;1,499;2,58;0,177;8,5;23,1;28,0;54,2;17,8;3;A;7;12;2018;168;168;NA;5,285;5,365;5,905
X61_o_2019;2;0;5;7;1;0;36;1;7;14;4;7;27;NA;0;1;36;0,526;Muehlheim-Ruckasing;4575179;5398153;2007;7,37;1,499;2,58;0,177;8,5;23,1;28,0;54,2;17,8;3;A;7;12;2019;169;169;NA;4,407;4,225;5,977
X62_m_2017;2;0;2;6;1;0;19;0;3;4;2;2;17;NA;0;2;19;0,103;Muehlheim-Ruckasing;4575175;5398141;2007;7,41;1,555;2,67;0,157;9,9;30,4;45,5;43,8;10,7;1;A;13;10;2017;170;170;NA;4,916;4,703;5,857
X62_m_2018;2;0;2;5;1;0;18;0;3;4;1;4;14;NA;0;1;18;0,177;Muehlheim-Ruckasing;4575175;5398141;2007;7,41;1,555;2,67;0,157;9,9;30,4;45,5;43,8;10,7;1;A;13;10;2018;171;171;NA;4,050;4,204;6,000
X62_m_2019;1;0;3;7;1;0;21;0;5;3;1;3;18;NA;0;2;21;0,150;Muehlheim-Ruckasing;4575175;5398141;2007;7,41;1,555;2,67;0,157;9,9;30,4;45,5;43,8;10,7;1;A;13;10;2019;172;172;NA;3,574;3,211;5,733
X63_m_2017;2;0;0;7;1;2;33;1;6;10;2;8;20;NA;0;1;33;0,526;Parkstetten-Reibersdorf;4543373;5418240;2008;7,42;1,800;3,10;0,218;8,3;36,6;45,4;38,6;16,0;4;A;7;12;2017;173;173;NA;3,848;3,751;5,696
X63_m_2018;1;0;5;6;1;1;35;1;7;14;4;9;22;NA;0;1;35;0,519;Parkstetten-Reibersdorf;4543373;5418240;2008;7,42;1,800;3,10;0,218;8,3;36,6;45,4;38,6;16,0;4;A;7;12;2018;174;174;NA;3,913;3,386;5,891
X63_m_2019;1;0;5;6;1;3;38;1;6;11;3;8;24;NA;0;1;38;0,518;Parkstetten-Reibersdorf;4543373;5418240;2008;7,42;1,800;3,10;0,218;8,3;36,6;45,4;38,6;16,0;4;A;7;12;2019;175;175;NA;4,163;4,231;5,931
X64_m_2017;1;0;8;5;1;0;37;3;6;15;4;9;24;NA;0;0;37;0,505;Parkstetten-Reibersdorf;4543362;5418247;2008;7,48;0,463;0,80;0,043;10,8;8,5;90,8;6,3;2,9;1;A;4;5;2017;176;176;NA;4,993;4,463;5,782
X64_m_2018;2;0;8;5;1;0;32;0;7;12;5;8;22;NA;0;1;32;0,537;Parkstetten-Reibersdorf;4543362;5418247;2008;7,48;0,463;0,80;0,043;10,8;8,5;90,8;6,3;2,9;1;A;4;5;2018;177;177;NA;2,407;2,955;6,595
X64_m_2019;2;0;6;6;1;0;37;1;7;14;4;9;25;NA;0;1;37;0,432;Parkstetten-Reibersdorf;4543362;5418247;2008;7,48;0,463;0,80;0,043;10,8;8,5;90,8;6,3;2,9;1;A;4;5;2019;178;178;NA;3,387;3,621;5,314
X65_m_2017;0;0;4;3;0;1;29;2;3;16;3;9;16;NA;0;0;29;0,601;Stoegermuehlbach;4572285;5405220;2002;7,31;2,146;3,69;0,240;8,9;31,1;49,4;36,5;14,1;3;A;16;14;2017;179;179;NA;3,095;3,572;5,617
X65_m_2018;0;0;4;0;0;1;26;1;2;14;3;8;16;NA;0;0;26;0,855;Stoegermuehlbach;4572285;5405220;2002;7,31;2,146;3,69;0,240;8,9;31,1;49,4;36,5;14,1;3;A;16;14;2018;180;180;NA;4,142;3,939;5,539
X65_m_2019;0;0;5;0;0;1;36;4;1;19;3;9;20;NA;0;0;36;0,608;Stoegermuehlbach;4572285;5405220;2002;7,31;2,146;3,69;0,240;8,9;31,1;49,4;36,5;14,1;3;A;16;14;2019;181;181;NA;2,628;3,331;5,828
X66_m_2017;0;0;1;1;0;1;22;2;0;10;2;5;13;NA;0;0;22;0,938;Stoegermuehlbach;4572279;5405229;2002;7,35;2,228;3,83;0,244;9,1;26,3;55,7;31,8;12,5;4;A;14;14;2017;182;182;NA;5,056;4,620;5,745
X66_m_2018;0;0;3;2;0;2;28;2;2;9;2;6;16;NA;0;0;28;0,660;Stoegermuehlbach;4572279;5405229;2002;7,35;2,228;3,83;0,244;9,1;26,3;55,7;31,8;12,5;4;A;14;14;2018;183;183;NA;3,204;3,295;6,316
X66_m_2019;1;0;4;5;0;4;36;5;4;8;2;6;20;NA;0;1;36;0,313;Stoegermuehlbach;4572279;5405229;2002;7,35;2,228;3,83;0,244;9,1;26,3;55,7;31,8;12,5;4;A;14;14;2019;184;184;NA;4,295;4,172;5,724
X67_o_2017;0;0;6;5;0;1;43;3;4;14;4;7;30;NA;1;3;43;0,454;Pfelling;4555183;5415826;2008;7,30;2,626;4,52;0,306;8,6;19,9;37,3;42,0;20,7;5;B;7;18;2017;185;185;NA;1,919;2,741;6,224
X67_o_2018;0;1;4;4;0;0;30;2;3;10;3;6;21;NA;1;3;30;0,542;Pfelling;4555183;5415826;2008;7,30;2,626;4,52;0,306;8,6;19,9;37,3;42,0;20,7;5;B;7;18;2018;186;186;NA;2,303;3,080;6,277
X67_o_2019;0;0;7;7;0;1;39;1;4;11;3;6;28;NA;1;2;39;0,210;Pfelling;4555183;5415826;2008;7,30;2,626;4,52;0,306;8,6;19,9;37,3;42,0;20,7;5;B;7;18;2019;187;187;NA;2,128;2,700;5,373
X68_m_2017;2;0;3;5;1;0;23;0;6;11;1;7;14;NA;2;2;23;0,769;Pfelling;4555191;5415833;2008;7,34;1,903;3,27;0,201;9,5;14,2;51,5;32,7;15,8;3;A;6;15;2017;188;188;NA;4,373;4,074;5,776
X68_m_2018;1;0;4;7;0;0;23;0;5;9;0;8;14;NA;2;2;23;0,834;Pfelling;4555191;5415833;2008;7,34;1,903;3,27;0,201;9,5;14,2;51,5;32,7;15,8;3;A;6;15;2018;189;189;NA;3,642;3,855;5,850
X68_m_2019;1;1;6;8;1;1;33;0;6;9;0;7;24;NA;2;3;33;0,515;Pfelling;4555191;5415833;2008;7,34;1,903;3,27;0,201;9,5;14,2;51,5;32,7;15,8;3;A;6;15;2019;190;190;NA;5,490;5,701;5,522
X69_m_2017;0;0;5;5;0;2;43;5;3;20;5;12;22;NA;0;1;43;0,849;Irlbach_Ortsschutz;4554993;5412682;2011;7,32;1,677;2,88;0,167;10,0;7,9;57,2;28,4;14,4;1;A;6;11;2017;191;191;NA;5,083;4,439;5,839
X69_m_2019;1;0;4;6;0;0;26;2;3;8;2;6;14;NA;0;1;26;0,449;Irlbach_Ortsschutz;4554993;5412682;2011;7,32;1,677;2,88;0,167;10,0;7,9;57,2;28,4;14,4;1;A;6;11;2019;192;192;NA;3,678;4,012;5,832
X70_m_2017;0;0;2;4;0;0;10;0;2;2;0;2;8;NA;0;0;10;0,925;Irlbach_Ortsschutz;4554990;5412675;2011;7,45;1,649;2,84;0,170;9,7;9,3;46,6;35,7;17,7;3;A;8;13;2017;193;193;NA;2,216;3,018;6,559
X70_m_2018;0;0;0;4;0;0;12;2;2;3;0;1;8;NA;0;0;12;0,779;Irlbach_Ortsschutz;4554990;5412675;2011;7,45;1,649;2,84;0,170;9,7;9,3;46,6;35,7;17,7;3;A;8;13;2018;194;194;NA;3,242;3,297;6,162
X70_m_2019;0;0;2;6;0;1;15;0;2;3;0;1;11;NA;0;1;15;0,211;Irlbach_Ortsschutz;4554990;5412675;2011;7,45;1,649;2,84;0,170;9,7;9,3;46,6;35,7;17,7;3;A;8;13;2019;195;195;NA;2,688;3,507;6,201
